tableId,label,length,numberOfCellsContainingCountry,percentageOfCellsContainingCountry,numberOfCellsContainingCountryNames,percentageOfCellsContainingCountryNames,resultAlwaysFirst,resultAlwaysEmpty,resultTengli,resultChen,resultFindCrossing,resultFindCountry,resultFindCountryNames,resultClassifier
88202518_1835626783474675706-0,false,30,0,0.0,0,0.0,false,false,false,false,false,false,false,false
88202518_1835626783474675706-0,false,30,0,0.0,0,0.0,false,false,false,false,false,false,false,false
88202518_1835626783474675706-0,true,30,0,0.0,15,0.5,false,false,true,true,true,true,true,false
Global stillbirth rate per 1000 births.html-0,false,194,0,0.0,0,0.0,false,false,false,false,false,false,false,false
saschastab (9).html-0,false,142,0,0.0,0,0.0,false,false,false,false,false,true,false,false
88202518_1835626783474675706-0,false,30,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,true,194,1,0.005154639,179,0.92268044,true,false,true,true,true,true,true,false
88202518_1835626783474675706-0,false,30,0,0.0,0,0.0,false,false,false,false,false,false,false,false
whichcountry.co.html-1,false,4,0,0.0,0,0.0,false,false,false,false,false,false,false,false
88202518_1835626783474675706-0,false,30,0,0.0,0,0.0,false,false,false,false,false,false,false,false
88202518_1835626783474675706-0,false,30,0,0.0,0,0.0,false,false,false,false,false,false,false,false
whichcountry.co.html-1,false,4,0,0.0,0,0.0,true,false,false,false,false,false,false,false
whichcountry.co.html-1,true,4,1,0.25,2,0.5,false,false,true,true,true,true,true,false
whichcountry.co.html-1,false,4,0,0.0,0,0.0,false,false,false,false,false,false,false,false
whichcountry.co.html-1,false,4,0,0.0,0,0.0,false,false,false,false,false,false,false,false
92199496_3701743036491671883-0,false,10,0,0.0,0,0.0,false,false,false,false,false,false,false,false
92199496_3701743036491671883-0,false,10,0,0.0,0,0.0,false,false,false,false,false,false,false,false
92199496_3701743036491671883-0,false,10,0,0.0,0,0.0,false,false,false,false,false,false,false,false
92199496_3701743036491671883-0,false,10,0,0.0,0,0.0,false,false,false,false,false,false,false,false
92199496_3701743036491671883-0,false,10,0,0.0,0,0.0,false,false,false,false,false,false,false,false
92199496_3701743036491671883-0,false,10,0,0.0,0,0.0,false,false,false,false,false,false,false,false
92199496_3701743036491671883-0,false,10,0,0.0,0,0.0,false,false,false,false,false,false,false,false
92199496_3701743036491671883-0,false,10,0,0.0,0,0.0,false,false,false,false,false,false,false,false
92199496_3701743036491671883-0,true,10,0,0.0,3,0.3,true,false,false,true,true,false,false,false
92199496_3701743036491671883-0,false,10,0,0.0,0,0.0,false,false,false,false,false,false,false,false
whichcountry.co.html-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
whichcountry.co.html-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Global hunger index.html-0,true,131,1,0.007633588,111,0.84732825,true,false,true,true,true,true,true,false
Global hunger index.html-0,false,131,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Global hunger index.html-0,false,131,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Global hunger index.html-0,false,131,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Global hunger index.html-0,false,131,0,0.0,0,0.0,false,false,false,false,false,false,false,false
whichcountry.co.html-0,true,6,1,0.16666667,4,0.6666667,false,false,true,true,true,true,true,false
whichcountry.co.html-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
whichcountry.co.html-0,false,6,0,0.0,0,0.0,true,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,39,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,20,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,39,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,20,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,20,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,1,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Mothers index rating.html-0,true,161,0,0.0,144,0.89440995,true,false,true,true,true,false,true,false
91518232_1414959964944759712-0,false,20,0,0.0,0,0.0,false,false,false,false,false,false,false,false
82453334_2736064658761844727-1,false,199,0,0.0,0,0.0,false,false,false,false,false,false,false,false
82453334_2736064658761844727-1,false,199,0,0.0,0,0.0,true,false,false,false,false,false,false,false
82453334_2736064658761844727-1,false,199,0,0.0,0,0.0,false,false,false,false,false,false,false,false
82453334_2736064658761844727-1,true,199,1,0.0050251256,182,0.91457283,false,false,true,true,true,true,true,false
82453334_2736064658761844727-1,false,199,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,1,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Mothers index rating.html-0,false,161,0,0.0,0,0.0,false,false,false,false,false,false,false,false
73152869_921322016774251103-0,true,24,1,0.041666668,21,0.875,true,false,true,true,true,true,true,false
capitals of countries.html-0,true,248,0,0.0,211,0.8508065,true,false,true,true,true,false,true,false
capitals of countries.html-0,false,248,0,0.0,11,0.044354837,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,248,0,0.0,0,0.0,false,false,false,false,false,false,false,false
73152869_921322016774251103-0,false,24,0,0.0,0,0.0,false,false,false,false,false,false,false,false
73152869_921322016774251103-0,false,24,0,0.0,0,0.0,false,false,false,false,false,false,false,false
73152869_921322016774251103-0,false,24,0,0.0,0,0.0,false,false,false,false,false,false,false,false
73152869_921322016774251103-0,false,24,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Countries foreign prisoners in prisons.html-0,false,219,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Countries foreign prisoners in prisons.html-0,false,219,0,0.0,0,0.0,false,false,false,false,false,false,false,false
International Organization for Standardization Members.html-0,false,164,0,0.0,0,0.0,false,false,false,false,false,false,false,false
International Organization for Standardization Members.html-0,false,164,0,0.0,0,0.0,false,false,false,false,false,false,false,false
International Organization for Standardization Members.html-0,true,164,0,0.0,142,0.86585367,true,false,true,true,true,false,true,false
75308100_3943481937091685406-0,false,53,0,0.0,0,0.0,false,false,false,false,false,false,false,false
75308100_3943481937091685406-0,true,53,0,0.0,0,0.0,true,false,true,true,true,false,true,false
36691820_7797475545141092902-0,false,63,0,0.0,0,0.0,true,false,false,false,false,false,false,false
countrycode.html-0,true,238,1,0.004201681,205,0.8613445,true,false,true,true,true,true,true,false
Countries foreign prisoners in prisons.html-0,true,219,0,0.0,188,0.8584475,false,false,false,false,false,false,false,false
36691820_7797475545141092902-0,false,32,0,0.0,0,0.0,false,false,false,false,true,false,false,false
Countries foreign prisoners in prisons.html-0,false,219,0,0.0,0,0.0,false,false,false,false,false,false,false,false
36691820_7797475545141092902-0,false,32,0,0.0,0,0.0,false,false,false,false,false,false,false,false
82453334_2736064658761844727-0,false,306,0,0.0,0,0.0,false,false,false,false,false,false,false,false
36691820_7797475545141092902-0,false,63,0,0.0,0,0.0,false,false,false,false,false,false,false,false
82453334_2736064658761844727-0,false,306,0,0.0,0,0.0,false,false,false,false,false,false,false,false
36691820_7797475545141092902-0,false,32,0,0.0,0,0.0,false,false,false,false,false,false,false,false
publications.gc.ca.html-1,false,32,0,0.0,0,0.0,false,false,false,false,false,false,false,false
36691820_7797475545141092902-0,false,1,0,0.0,0,0.0,false,false,false,false,false,false,false,false
countrycode.html-0,false,238,0,0.0,0,0.0,false,false,false,false,false,false,false,false
36691820_7797475545141092902-0,false,32,0,0.0,0,0.0,false,false,false,false,false,false,false,false
36691820_7797475545141092902-0,false,1,0,0.0,0,0.0,false,false,false,false,false,false,false,false
countrycode.html-0,false,238,1,0.004201681,0,0.0,false,false,false,false,false,false,false,false
countrycode.html-0,false,238,0,0.0,0,0.0,false,false,false,false,false,false,false,false
countrycode.html-0,false,238,0,0.0,0,0.0,false,false,false,false,false,false,false,false
countrycode.html-0,false,238,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Time required to start business in countries.html-0,false,184,0,0.0,0,0.0,false,false,false,false,false,false,false,false
82453334_2736064658761844727-0,true,306,1,0.003267974,280,0.9150327,false,false,true,true,true,true,true,false
Global suicide rates.html-0,false,100,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Time required to start business in countries.html-0,false,184,0,0.0,0,0.0,false,false,false,false,false,false,false,false
82453334_2736064658761844727-0,false,306,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Time required to start business in countries.html-0,false,184,0,0.0,0,0.0,false,false,false,false,false,false,false,false
82453334_2736064658761844727-0,false,306,0,0.0,0,0.0,true,false,false,false,false,false,false,false
Time required to start business in countries.html-0,true,184,0,0.0,163,0.88586956,false,false,false,false,false,false,false,false
Global suicide rates.html-0,true,100,0,0.0,91,0.91,true,false,true,true,true,false,true,false
Global suicide rates.html-0,false,100,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Time required to start business in countries.html-0,false,184,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Global suicide rates.html-0,false,100,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Time required to start business in countries.html-0,false,184,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Global suicide rates.html-0,false,100,0,0.0,0,0.0,false,false,false,false,false,false,false,false
thisismoney.co.uk.html-0,false,11,0,0.0,0,0.0,false,false,false,false,false,false,false,false
thisismoney.co.uk.html-0,false,11,0,0.0,0,0.0,false,false,false,false,false,false,false,false
18.html-0,true,197,1,0.005076142,171,0.8680203,false,false,false,false,false,false,false,false
18.html-0,false,197,0,0.0,0,0.0,false,false,false,false,false,false,false,false
thisismoney.co.uk.html-0,true,11,1,0.09090909,9,0.8181818,false,false,true,true,true,true,true,false
18.html-0,false,197,0,0.0,5,0.02538071,false,false,false,false,false,false,false,false
thisismoney.co.uk.html-0,false,11,0,0.0,0,0.0,true,false,false,false,false,false,false,false
Crude divorce rates.html-0,false,164,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Crude divorce rates.html-0,true,164,1,0.0060975607,144,0.8780488,true,false,true,true,true,true,true,false
Crude divorce rates.html-0,false,164,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Crude divorce rates.html-0,false,164,0,0.0,0,0.0,false,false,false,false,false,false,false,false
19050583_1285574932729648803-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
19050583_1285574932729648803-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
19050583_1285574932729648803-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
19050583_1285574932729648803-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
19050583_1285574932729648803-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
19050583_1285574932729648803-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
19050583_1285574932729648803-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
buddhanet.net.html-0,false,11,0,0.0,0,0.0,false,false,false,false,false,false,false,false
19050583_1285574932729648803-0,false,11,0,0.0,1,0.09090909,false,false,false,false,false,false,false,false
buddhanet.net.html-0,true,11,1,0.09090909,7,0.6363636,true,false,true,true,true,true,true,false
19050583_1285574932729648803-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
19050583_1285574932729648803-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
28936976_2900825940687960950-0,false,17,0,0.0,0,0.0,false,false,false,false,false,false,false,false
28936976_2900825940687960950-0,false,17,0,0.0,0,0.0,false,false,false,false,false,false,false,false
28936976_2900825940687960950-0,false,17,0,0.0,0,0.0,false,false,false,false,false,false,false,false
28936976_2900825940687960950-0,false,17,0,0.0,0,0.0,false,false,false,false,false,false,false,false
currencies of the world.html-0,false,251,0,0.0,0,0.0,false,false,false,false,false,false,false,false
currencies of the world.html-0,false,251,0,0.0,0,0.0,false,false,false,false,false,false,false,false
currencies of the world.html-0,false,251,0,0.0,0,0.0,false,false,false,false,false,false,false,false
currencies of the world.html-0,false,251,0,0.0,0,0.0,false,false,false,false,false,false,false,false
28936976_2900825940687960950-0,true,17,1,0.05882353,10,0.5882353,false,false,true,true,true,true,false,false
currencies of the world.html-0,false,251,0,0.0,0,0.0,false,false,false,false,false,false,false,false
28936976_2900825940687960950-0,false,17,0,0.0,0,0.0,false,false,false,false,false,false,false,false
currencies of the world.html-0,false,251,0,0.0,0,0.0,false,false,false,false,false,false,false,false
currencies of the world.html-0,false,251,0,0.0,0,0.0,false,false,false,false,false,false,false,false
28936976_2900825940687960950-0,false,17,0,0.0,0,0.0,true,false,false,false,false,false,false,false
countries climates.html-0,true,273,0,0.0,209,0.7655678,true,false,true,true,true,false,true,false
countries climates.html-0,false,273,0,0.0,0,0.0,false,false,false,false,false,true,false,false
www.indexmundi.com.condoms.html-0,true,55,1,0.018181818,47,0.8545455,false,false,true,true,true,true,true,false
www.indexmundi.com.condoms.html-0,false,55,0,0.0,0,0.0,true,false,false,false,false,false,false,false
www.indexmundi.com.condoms.html-0,false,55,0,0.0,0,0.0,false,false,false,false,false,false,false,false
11174981_4928786794555346202-0,false,8,0,0.0,0,0.0,false,false,false,false,false,false,false,false
67367570_3354779367295660538-0,true,29,1,0.03448276,16,0.55172414,true,false,true,true,true,true,false,false
www.indexmundi.com.condoms.html-0,false,55,0,0.0,0,0.0,false,false,false,false,false,false,false,false
11174981_4928786794555346202-0,true,8,1,0.125,6,0.75,true,false,true,true,true,true,true,false
67367570_3354779367295660538-0,false,29,0,0.0,0,0.0,false,false,false,false,false,false,false,false
67367570_3354779367295660538-0,false,29,0,0.0,0,0.0,false,false,false,false,false,false,false,false
67367570_3354779367295660538-0,false,29,0,0.0,0,0.0,false,false,false,false,false,false,false,false
www.hmrc.gov.uk-countrycodes.html-0,false,28,0,0.0,21,0.75,false,false,true,true,true,false,true,false
8.html-0,false,16,0,0.0,0,0.0,false,false,false,false,false,false,false,false
www.hmrc.gov.uk-countrycodes.html-0,false,28,0,0.0,0,0.0,false,false,false,false,false,false,false,false
8.html-0,false,16,0,0.0,0,0.0,false,false,false,false,false,false,false,false
richesttopoorestcountries.html-0,false,93,0,0.0,0,0.0,true,false,false,false,false,false,false,false
8.html-0,false,16,0,0.0,1,0.0625,false,false,false,false,false,false,false,false
richesttopoorestcountries.html-0,true,93,1,0.010752688,79,0.8494624,false,false,true,true,true,true,true,false
8.html-0,true,16,0,0.0,15,0.9375,true,false,true,true,true,false,true,false
richesttopoorestcountries.html-0,false,93,0,0.0,0,0.0,false,false,false,false,false,false,false,false
richesttopoorestcountries.html-0,false,93,0,0.0,0,0.0,false,false,false,false,false,false,false,false
95.html-0,false,274,0,0.0,0,0.0,false,false,false,false,false,false,false,false
95.html-0,true,274,1,0.003649635,208,0.7591241,true,false,true,true,true,true,true,false
www.hmrc.gov.uk-countrycodes.html-0,false,28,0,0.0,0,0.0,false,false,false,false,false,false,false,false
www.hmrc.gov.uk-countrycodes.html-0,true,28,1,0.035714287,0,0.0,true,false,false,false,false,true,false,false
exploringafrica.matrix.msu.edu.html-0,true,7,1,0.14285715,4,0.5714286,false,false,false,false,false,false,false,false
exploringafrica.matrix.msu.edu.html-0,false,7,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Countries exports per capita.html-0,true,223,0,0.0,195,0.8744395,true,false,true,true,true,false,true,false
Countries exports per capita.html-0,false,223,0,0.0,0,0.0,false,false,false,false,false,false,false,false
exploringafrica.matrix.msu.edu.html-0,false,7,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Countries exports per capita.html-0,false,223,0,0.0,0,0.0,false,false,false,false,false,false,false,false
exploringafrica.matrix.msu.edu.html-0,false,7,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Countries exports per capita.html-0,false,223,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Countries adult alcohol consumption.html-0,true,191,1,0.005235602,177,0.92670155,true,false,true,true,true,true,true,false
Countries adult alcohol consumption.html-0,false,191,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Countries adult alcohol consumption.html-0,false,191,0,0.0,0,0.0,false,false,false,false,false,false,false,false
currencies of the world.html-0,true,251,1,0.003984064,230,0.9163347,true,false,true,true,true,true,true,false
Countries adult alcohol consumption.html-0,false,191,0,0.0,0,0.0,false,false,false,false,false,false,false,false
countries troops in ISAF.html-0,false,45,0,0.0,0,0.0,false,false,false,false,false,false,false,false
countries troops in ISAF.html-0,false,45,0,0.0,0,0.0,false,false,false,false,false,false,false,false
