tableId,label,length,numberOfCellsContainingCountry,percentageOfCellsContainingCountry,numberOfCellsContainingCountryNames,percentageOfCellsContainingCountryNames,resultAlwaysFirst,resultAlwaysEmpty,resultTengli,resultChen,resultFindCrossing,resultFindCountry,resultFindCountryNames,resultClassifier
www.internetworldstats.comtop25.html-0,false,7,0,0.0,1,0.14285715,false,false,false,false,false,false,false,false
www.internetworldstats.comtop25.html-0,false,7,0,0.0,0,0.0,false,false,false,false,false,false,false,false
www.internetworldstats.comtop25.html-0,false,7,0,0.0,0,0.0,false,false,false,false,false,false,false,false
www.internetworldstats.comtop25.html-0,false,7,0,0.0,0,0.0,false,false,false,false,false,false,false,false
www.internetworldstats.comtop25.html-0,false,7,0,0.0,1,0.14285715,false,false,false,false,false,false,false,false
www.internetworldstats.comtop25.html-0,false,7,0,0.0,0,0.0,false,false,false,false,false,false,false,false
www.internetworldstats.comtop25.html-0,false,7,0,0.0,1,0.14285715,false,false,false,false,false,false,false,false
Duration of compulsory education.html-0,false,3,0,0.0,1,0.33333334,false,false,true,false,false,false,false,false
Duration of compulsory education.html-0,false,3,0,0.0,1,0.33333334,false,false,true,false,false,false,false,false
Duration of compulsory education.html-0,false,3,0,0.0,1,0.33333334,false,false,true,false,false,false,false,false
99665315_5968397450225916242-0,false,7,0,0.0,1,0.14285715,false,false,false,false,false,false,false,false
Duration of compulsory education.html-0,false,3,0,0.0,1,0.33333334,false,false,true,false,false,false,false,false
Duration of compulsory education.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Duration of compulsory education.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Duration of compulsory education.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Duration of compulsory education.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Duration of compulsory education.html-0,false,3,0,0.0,1,0.33333334,false,false,true,false,false,false,false,false
Duration of compulsory education.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Global stillbirth rate per 1000 births.html-0,true,6,1,0.16666667,0,0.0,true,false,false,true,true,true,true,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,2,0.6666667,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
min legal to buy alcohol.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,true,8,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,8,0,0.0,0,0.0,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,8,0,0.0,0,0.0,false,false,false,false,false,false,false,false
Minimum pensionable age for women.html-0,false,2,0,0.0,1,0.5,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,8,0,0.0,0,0.0,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,8,0,0.0,0,0.0,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,8,0,0.0,0,0.0,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
91518232_1414959964944759712-0,false,8,0,0.0,0,0.0,false,false,false,false,false,false,false,false
98793819_2393837665608997394-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
83.html-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
83.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
83.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
75308100_3943481937091685406-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
United Nations Statistics Division- Standard Country and Area Codes Classifications (M49).htm1cbdd483-a1e2-45ee-8edf-94e2faa76a77.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
83.html-0,false,6,0,0.0,0,0.0,false,false,false,false,false,false,false,false
75308100_3943481937091685406-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
83.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
75308100_3943481937091685406-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
83.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
75308100_3943481937091685406-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
75308100_3943481937091685406-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,1,0.33333334,false,false,false,false,false,false,false,false
75308100_3943481937091685406-0,false,2,0,0.0,0,0.0,false,false,false,false,false,false,false,false
83.html-0,false,6,0,0.0,1,0.16666667,false,false,false,false,false,false,false,false
capitals of countries.html-0,false,3,0,0.0,0,0.0,false,false,false,false,false,false,false,false
